"","Nyckeltal","Kommun.Landsting","År","Visat.Värde"
"2629","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Gislaved",2011,"11"
"2630","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Gnesta",2011,"28"
"2631","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Gnosjö",2011,"0"
"2632","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Gotland",2011,"34"
"2633","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Grums",2011,"41"
"2634","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Grästorp",2011,"41"
"2635","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Gullspång",2011,"35"
"2636","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Gällivare",2011,"13"
"2637","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Gävle",2011,"41"
"2638","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Göteborg",2011,"36"
"2639","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Götene",2011,"21"
"2640","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Habo",2011,"22"
"2641","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hagfors",2011,"31"
"2642","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hallsberg",2011,"61"
"2643","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hallstahammar",2011,"22"
"2644","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Halmstad",2011,"26"
"2645","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hammarö",2011,"36"
"2646","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Haninge",2011,"44"
"2647","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Haparanda",2011,"28"
"2648","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Heby",2011,"21"
"2649","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hedemora",2011,"5"
"2650","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Helsingborg",2011,"6"
"2651","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Herrljunga",2011,"34"
"2652","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hjo",2011,"39"
"2653","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hofors",2011,"27"
"2654","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Huddinge",2011,"34"
"2655","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hudiksvall",2011,"2"
"2656","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hultsfred",2011,"24"
"2657","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hylte",2011,"16"
"2658","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Håbo",2011,"24"
"2659","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hällefors",2011,"21"
"2660","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Härjedalen",2011,"13"
"2661","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Härnösand",2011,"47"
"2662","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Härryda",2011,"41"
"2663","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hässleholm",2011,"25"
"2664","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Höganäs",2011,"21"
"2665","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Högsby",2011,"23"
"2666","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Hörby",2011,"29"
"2667","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Höör",2011,"41"
"2668","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Jokkmokk",2011,"0"
"2669","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Järfälla",2011,"42"
"2670","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Jönköping",2011,"26"
"2671","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kalix",2011,"0"
"2672","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kalmar",2011,"27"
"2673","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Karlsborg",2011,"29"
"2674","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Karlshamn",2011,"31"
"2675","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Karlskoga",2011,"37"
"2676","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Karlskrona",2011,"13"
"2677","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Karlstad",2011,"55"
"2678","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Katrineholm",2011,"18"
"2679","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kil",2011,"32"
"2680","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kinda",2011,"36"
"2681","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kiruna",2011,"44"
"2682","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Klippan",2011,"18"
"2683","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Knivsta",2011,"34"
"2684","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kramfors",2011,"28"
"2685","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kristianstad",2011,"33"
"2686","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kristinehamn",2011,"18"
"2687","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Krokom",2011,"12"
"2688","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kumla",2011,"35"
"2689","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kungsbacka",2011,"30"
"2690","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kungsör",2011,"12"
"2691","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kungälv",2011,"32"
"2692","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kävlinge",2011,"57"
"2693","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Köping",2011,"20"
"2694","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Laholm",2011,"12"
"2695","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Landskrona",2011,"24"
"2696","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Laxå",2011,"35"
"2697","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lekeberg",2011,"56"
"2698","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Leksand",2011,"31"
"2699","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lerum",2011,"28"
"2700","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lessebo",2011,"18"
"2701","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lidingö",2011,"34"
"2702","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lidköping",2011,"18"
"2703","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lilla Edet",2011,"40"
"2704","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lindesberg",2011,"19"
"2705","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Linköping",2011,"27"
"2706","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ljungby",2011,"15"
"2707","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ljusdal",2011,"25"
"2708","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ljusnarsberg",2011,"15"
"2709","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lomma",2011,"56"
"2710","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ludvika",2011,"16"
"2711","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Luleå",2011,"3"
"2712","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lund",2011,"39"
"2713","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lycksele",2011,"32"
"2714","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Lysekil",2011,"16"
"2715","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Malmö",2011,"31"
"2716","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Malung-Sälen",2011,"16"
"2717","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Malå",2011,"23"
"2718","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Mariestad",2011,"6"
"2719","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Mark",2011,"28"
"2720","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Markaryd",2011,"32"
"2721","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Mellerud",2011,"27"
"2722","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Mjölby",2011,"22"
"2723","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Mora",2011,"29"
"2724","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Motala",2011,"17"
"2725","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Mullsjö",2011,"35"
"2726","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Munkedal",2011,"23"
"2727","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Munkfors",2011,"11"
"2728","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Mölndal",2011,"45"
"2729","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Mönsterås",2011,"21"
"2730","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Mörbylånga",2011,"46"
"2731","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Nacka",2011,"31"
"2732","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Norberg",2011,"0"
"2733","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Nordanstig",2011,"0"
"2734","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Nordmaling",2011,"24"
"2735","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Norrköping",2011,"20"
"2736","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Norrtälje",2011,"23"
"2737","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Norsjö",2011,"24"
"2738","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Nybro",2011,"14"
"2739","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Nykvarn",2011,"50"
"2740","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Nyköping",2011,"25"
"2741","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Nynäshamn",2011,"42"
"2742","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Nässjö",2011,"30"
"2743","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ockelbo",2011,"26"
"2744","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Olofström",2011,"19"
"2745","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Orsa",2011,"25"
"2746","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Orust",2011,"45"
"2747","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Osby",2011,"20"
"2748","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Oskarshamn",2011,"43"
"2749","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ovanåker",2011,"24"
"2750","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Oxelösund",2011,"37"
"2751","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Pajala",2011,"23"
"2752","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Partille",2011,"55"
"2753","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Perstorp",2011,"50"
"2754","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Piteå",2011,"18"
"2755","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ragunda",2011,"19"
"2756","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Robertsfors",2011,"33"
"2757","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ronneby",2011,"33"
"2758","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sala",2011,"35"
"2759","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Salem",2011,"40"
"2760","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sandviken",2011,"23"
"2761","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sigtuna",2011,"24"
"2762","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Simrishamn",2011,"13"
"2763","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sjöbo",2011,"21"
"2764","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Skara",2011,"14"
"2765","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Skellefteå",2011,"49"
"2766","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Skinnskatteberg",2011,"43"
"2767","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Skurup",2011,"12"
"2768","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Skövde",2011,"22"
"2769","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Smedjebacken",2011,"19"
"2770","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sollefteå",2011,"19"
"2771","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sollentuna",2011,"36"
"2772","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Solna",2011,"46"
"2773","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sorsele",2011,"32"
"2774","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sotenäs",2011,"42"
"2775","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Staffanstorp",2011,"36"
"2776","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Stenungsund",2011,"53"
"2777","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Stockholm",2011,"36"
"2778","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Storfors",2011,"34"
"2779","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Storuman",2011,"11"
"2780","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Strängnäs",2011,"16"
"2781","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Strömstad",2011,"58"
"2782","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Strömsund",2011,"22"
"2783","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sundbyberg",2011,"42"
"2784","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sundsvall",2011,"29"
"2785","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sunne",2011,"14"
"2786","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Surahammar",2011,"15"
"2787","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Svalöv",2011,"36"
"2788","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Svedala",2011,"37"
"2789","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Svenljunga",2011,"42"
"2790","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Säffle",2011,"25"
"2791","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Säter",2011,"37"
"2792","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sävsjö",2011,"19"
"2793","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Söderhamn",2011,"12"
"2794","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Söderköping",2011,"10"
"2795","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Södertälje",2011,"43"
"2796","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Sölvesborg",2011,"25"
"2797","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Tanum",2011,"35"
"2798","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Tibro",2011,"15"
"2799","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Tidaholm",2011,"0"
"2800","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Tierp",2011,"21"
"2801","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Timrå",2011,"20"
"2802","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Tjörn",2011,"24"
"2803","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Tomelilla",2011,"27"
"2804","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Torsby",2011,"9"
"2805","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Torsås",2011,"9"
"2806","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Tranemo",2011,"26"
"2807","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Tranås",2011,"34"
"2808","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Trelleborg",2011,"42"
"2809","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Trollhättan",2011,"34"
"2810","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Trosa",2011,"34"
"2811","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Tyresö",2011,"39"
"2812","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Täby",2011,"37"
"2813","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Töreboda",2011,"20"
"2814","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Uddevalla",2011,"26"
"2815","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ulricehamn",2011,"39"
"2816","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Umeå",2011,"30"
"2817","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Upplands Väsby",2011,"41"
"2818","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Upplands-Bro",2011,"19"
"2819","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Uppsala",2011,"36"
"2820","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Uppvidinge",2011,"14"
"2821","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vadstena",2011,"58"
"2822","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vaggeryd",2011,"11"
"2823","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Valdemarsvik",2011,"19"
"2824","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vallentuna",2011,"31"
"2825","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vansbro",2011,"23"
"2826","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vara",2011,"14"
"2827","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Varberg",2011,"30"
"2828","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vaxholm",2011,"34"
"2829","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vellinge",2011,"34"
"2830","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vetlanda",2011,"5"
"2831","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vilhelmina",2011,"11"
"2832","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vimmerby",2011,"48"
"2833","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vindeln",2011,"25"
"2834","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vingåker",2011,"46"
"2835","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vårgårda",2011,"24"
"2836","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vänersborg",2011,"34"
"2837","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Vännäs",2011,"23"
"2838","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Värmdö",2011,"38"
"2839","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Värnamo",2011,"9"
"2840","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Västervik",2011,"16"
"2841","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Västerås",2011,"21"
"2842","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Växjö",2011,"17"
"2843","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ydre",2011,"34"
"2844","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ystad",2011,"44"
"2845","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Åmål",2011,"9"
"2846","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ånge",2011,"25"
"2847","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Åre",2011,"12"
"2848","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Årjäng",2011,"17"
"2849","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Åsele",2011,"45"
"2850","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Åstorp",2011,"34"
"2851","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Åtvidaberg",2011,"24"
"2852","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Älmhult",2011,"0"
"2853","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Älvdalen",2011,"47"
"2854","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Älvkarleby",2011,"19"
"2855","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Älvsbyn",2011,"31"
"2856","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ängelholm",2011,"28"
"2857","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Öckerö",2011,"25"
"2858","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Ödeshög",2011,"12"
"2859","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Örebro",2011,"42"
"2860","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Örkelljunga",2011,"39"
"2861","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Örnsköldsvik",2011,"20"
"2862","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Östersund",2011,"2"
"2863","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Österåker",2011,"57"
"2864","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Östhammar",2011,"23"
"2865","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Östra Göinge",2011,"35"
"2866","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Överkalix",2011,"12"
"2867","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Övertorneå",2011,"0"
"2868","U. Personer i gruppboenden för personer med demenssjukdomar, andel (%)","Kommuner per län",2011,"27.23344947"
"2869","U. Personer i korttidsboende i kommunen, andel (%)","Alla kommuner (ovägt medel)",2011,"0.75724637"
"2870","U. Personer i korttidsboende i kommunen, andel (%)","Ale",2011,"2"
"2871","U. Personer i korttidsboende i kommunen, andel (%)","Alingsås",2011,"1"
"2872","U. Personer i korttidsboende i kommunen, andel (%)","Alvesta",2011,"1"
"2873","U. Personer i korttidsboende i kommunen, andel (%)","Aneby",2011,"1"
"2874","U. Personer i korttidsboende i kommunen, andel (%)","Arvidsjaur",2011,"1"
"2875","U. Personer i korttidsboende i kommunen, andel (%)","Arvika",2011,"1"
"2876","U. Personer i korttidsboende i kommunen, andel (%)","Askersund",2011,"1"
"2877","U. Personer i korttidsboende i kommunen, andel (%)","Avesta",2011,"1"
"2878","U. Personer i korttidsboende i kommunen, andel (%)","Bengtsfors",2011,"1"
"2879","U. Personer i korttidsboende i kommunen, andel (%)","Berg",2011,"2"
"2880","U. Personer i korttidsboende i kommunen, andel (%)","Bjurholm",2011,"1"
"2881","U. Personer i korttidsboende i kommunen, andel (%)","Bjuv",2011,"0"
"2882","U. Personer i korttidsboende i kommunen, andel (%)","Boden",2011,"1"
"2883","U. Personer i korttidsboende i kommunen, andel (%)","Bollebygd",2011,"1"
"2884","U. Personer i korttidsboende i kommunen, andel (%)","Bollnäs",2011,"1"
"2885","U. Personer i korttidsboende i kommunen, andel (%)","Borgholm",2011,"1"
"2886","U. Personer i korttidsboende i kommunen, andel (%)","Borlänge",2011,"1"
"2887","U. Personer i korttidsboende i kommunen, andel (%)","Borås",2011,"1"
"2888","U. Personer i korttidsboende i kommunen, andel (%)","Botkyrka",2011,"1"
"2889","U. Personer i korttidsboende i kommunen, andel (%)","Boxholm",2011,"1"
"2890","U. Personer i korttidsboende i kommunen, andel (%)","Bromölla",2011,"1"
"2891","U. Personer i korttidsboende i kommunen, andel (%)","Bräcke",2011,"0"
"2892","U. Personer i korttidsboende i kommunen, andel (%)","Burlöv",2011,"1"
"2893","U. Personer i korttidsboende i kommunen, andel (%)","Båstad",2011,"1"
"2894","U. Personer i korttidsboende i kommunen, andel (%)","Dals-Ed",2011,"1"
"2895","U. Personer i korttidsboende i kommunen, andel (%)","Danderyd",2011,"1"
"2896","U. Personer i korttidsboende i kommunen, andel (%)","Degerfors",2011,"1"
"2897","U. Personer i korttidsboende i kommunen, andel (%)","Dorotea",2011,"0"
"2898","U. Personer i korttidsboende i kommunen, andel (%)","Eda",2011,"1"
"2899","U. Personer i korttidsboende i kommunen, andel (%)","Ekerö",2011,"0"
"2900","U. Personer i korttidsboende i kommunen, andel (%)","Eksjö",2011,"1"
"2901","U. Personer i korttidsboende i kommunen, andel (%)","Emmaboda",2011,"0"
"2902","U. Personer i korttidsboende i kommunen, andel (%)","Enköping",2011,"1"
"2903","U. Personer i korttidsboende i kommunen, andel (%)","Eskilstuna",2011,"1"
"2904","U. Personer i korttidsboende i kommunen, andel (%)","Eslöv",2011,"0"
"2905","U. Personer i korttidsboende i kommunen, andel (%)","Essunga",2011,"1"
"2906","U. Personer i korttidsboende i kommunen, andel (%)","Fagersta",2011,"1"
"2907","U. Personer i korttidsboende i kommunen, andel (%)","Falkenberg",2011,"0"
"2908","U. Personer i korttidsboende i kommunen, andel (%)","Falköping",2011,"1"
"2909","U. Personer i korttidsboende i kommunen, andel (%)","Filipstad",2011,"1"
"2910","U. Personer i korttidsboende i kommunen, andel (%)","Finspång",2011,"1"
"2911","U. Personer i korttidsboende i kommunen, andel (%)","Flen",2011,"1"
"2912","U. Personer i korttidsboende i kommunen, andel (%)","Forshaga",2011,"1"
"2913","U. Personer i korttidsboende i kommunen, andel (%)","Färgelanda",2011,"0"
"2914","U. Personer i korttidsboende i kommunen, andel (%)","Gagnef",2011,"1"
"2915","U. Personer i korttidsboende i kommunen, andel (%)","Gislaved",2011,"0"
"2916","U. Personer i korttidsboende i kommunen, andel (%)","Gnesta",2011,"0"
"2917","U. Personer i korttidsboende i kommunen, andel (%)","Gnosjö",2011,"0"
"2918","U. Personer i korttidsboende i kommunen, andel (%)","Gotland",2011,"1"
"2919","U. Personer i korttidsboende i kommunen, andel (%)","Grums",2011,"1"
"2920","U. Personer i korttidsboende i kommunen, andel (%)","Grästorp",2011,"1"
"2921","U. Personer i korttidsboende i kommunen, andel (%)","Gullspång",2011,"1"
"2922","U. Personer i korttidsboende i kommunen, andel (%)","Gällivare",2011,"1"
"2923","U. Personer i korttidsboende i kommunen, andel (%)","Gävle",2011,"1"
"2924","U. Personer i korttidsboende i kommunen, andel (%)","Göteborg",2011,"1"
"2925","U. Personer i korttidsboende i kommunen, andel (%)","Götene",2011,"1"
"2926","U. Personer i korttidsboende i kommunen, andel (%)","Habo",2011,"1"
"2927","U. Personer i korttidsboende i kommunen, andel (%)","Hagfors",2011,"1"
