Kommun;Nyckeltal;År;Visat_Värde
Vetlanda;Arbetslöshet, (%);2007;2.352632
Vetlanda;Arbetslöshet, (%);2008;2.022798
Vetlanda;Arbetslöshet, (%);2009;5.484424
Vetlanda;Arbetslöshet, (%);2010;6.304291
Vetlanda;Arbetslöshet, (%);2011;4.798578
Vetlanda;Arbetslöshet, (%);2012;5.674603
Vetlanda;Invånare 0-64 år, andel (%);2000;79.732572
Vetlanda;Invånare 0-64 år, andel (%);2001;79.752658
Vetlanda;Invånare 0-64 år, andel (%);2002;79.824429
Vetlanda;Invånare 0-64 år, andel (%);2003;79.888628
Vetlanda;Invånare 0-64 år, andel (%);2004;79.898986
Vetlanda;Invånare 0-64 år, andel (%);2005;79.734684
Vetlanda;Invånare 0-64 år, andel (%);2006;79.473086
Vetlanda;Invånare 0-64 år, andel (%);2007;79.252797
Vetlanda;Invånare 0-64 år, andel (%);2008;78.943173
Vetlanda;Invånare 0-64 år, andel (%);2009;78.622391
Vetlanda;Invånare 0-64 år, andel (%);2010;78.345499
Vetlanda;Invånare 0-64 år, andel (%);2011;77.948445
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2000;684.902719
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2001;649.186713
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2002;627.42016
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2003;257.241382
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2004;306.013117
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2005;342.859141
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2006;370.621683
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2007;311.359757
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2008;482.177429
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2009;668.121442
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2010;669.555961
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv;2011;664.474184
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;858.999906
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;814.000095
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;786.00019
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;322
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;383
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;430
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;466.348676
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;392.869107
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;610.790537
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;849.785201
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;854.619565
Vetlanda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;852.453419
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2000;8963.675331
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2001;9378
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2002;8656
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2003;9638
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2004;9870.63
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2005;10122.72
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2006;10462.17
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2007;10990.97288
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2008;11698.78146
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2009;11583.87097
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2010;11365.30566
Vetlanda;Nettokostnad äldreomsorg, kr/inv;2011;10811.38317
Vetlanda;U. Invånare 18-64 år med låg inkomst, andel (%);2009;19.18267965
Vetlanda;U. Invånare 18-64 år med låg inkomst, andel (%);2010;18.7
Vilhelmina;Arbetslöshet, (%);2000;12.868815
Vilhelmina;Arbetslöshet, (%);2001;11.822547
Vilhelmina;Arbetslöshet, (%);2002;10.548523
Vilhelmina;Arbetslöshet, (%);2003;11.796562
Vilhelmina;Arbetslöshet, (%);2004;11.674165
Vilhelmina;Arbetslöshet, (%);2005;11.460348
Vilhelmina;Arbetslöshet, (%);2006;11.770428
Vilhelmina;Arbetslöshet, (%);2007;9.517984
Vilhelmina;Arbetslöshet, (%);2008;7.520823
Vilhelmina;Arbetslöshet, (%);2009;8.786099
Vilhelmina;Arbetslöshet, (%);2010;10.810811
Vilhelmina;Arbetslöshet, (%);2011;11.075081
Vilhelmina;Arbetslöshet, (%);2012;10.856423
Vilhelmina;Invånare 0-64 år, andel (%);2000;78.024754
Vilhelmina;Invånare 0-64 år, andel (%);2001;77.800776
Vilhelmina;Invånare 0-64 år, andel (%);2002;78.027433
Vilhelmina;Invånare 0-64 år, andel (%);2003;77.886136
Vilhelmina;Invånare 0-64 år, andel (%);2004;77.458906
Vilhelmina;Invånare 0-64 år, andel (%);2005;77.439607
Vilhelmina;Invånare 0-64 år, andel (%);2006;77.458791
Vilhelmina;Invånare 0-64 år, andel (%);2007;77.506925
Vilhelmina;Invånare 0-64 år, andel (%);2008;77.132964
Vilhelmina;Invånare 0-64 år, andel (%);2009;76.732812
Vilhelmina;Invånare 0-64 år, andel (%);2010;76.580238
Vilhelmina;Invånare 0-64 år, andel (%);2011;76.26277
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2000;220.029806
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2001;297.198965
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2002;348.782626
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2003;382.420928
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2004;391.942064
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2005;446.826532
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2006;400.137363
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2007;457.894737
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2008;579.085873
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2009;654.555618
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2010;764.961458
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv;2011;908.200908
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;282
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;382
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;447
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;491
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;506
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;577
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;516.580954
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;590.779128
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;750.763153
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;853.032235
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;998.901903
Vilhelmina;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1190.883721
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2001;14356
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2002;12514
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2003;12792
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2004;13250.96
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2005;13892.18
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2006;14689.01
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2007;14766.34349
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2008;15719.52909
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2009;17233.92957
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2010;15133.14646
Vilhelmina;Nettokostnad äldreomsorg, kr/inv;2011;16025.82293
Vilhelmina;U. Invånare 18-64 år med låg inkomst, andel (%);2009;24.12596082
Vilhelmina;U. Invånare 18-64 år med låg inkomst, andel (%);2010;26.3
Vilhelmina;U. Kostnad försörjningsstöd, kr/utredning;2011;819
Vimmerby;Arbetslöshet, (%);2000;7.455752
Vimmerby;Arbetslöshet, (%);2001;4.863424
Vimmerby;Arbetslöshet, (%);2002;3.995536
Vimmerby;Arbetslöshet, (%);2003;4.694993
Vimmerby;Arbetslöshet, (%);2004;5.031167
Vimmerby;Arbetslöshet, (%);2005;6.150418
Vimmerby;Arbetslöshet, (%);2006;5.701367
Vimmerby;Arbetslöshet, (%);2007;4.291703
Vimmerby;Arbetslöshet, (%);2008;3.706953
Vimmerby;Arbetslöshet, (%);2009;6.952988
Vimmerby;Arbetslöshet, (%);2010;8.182819
Vimmerby;Arbetslöshet, (%);2011;6.501274
Vimmerby;Arbetslöshet, (%);2012;6.747231
Vimmerby;Invånare 0-64 år, andel (%);2000;79.874493
Vimmerby;Invånare 0-64 år, andel (%);2001;79.934799
Vimmerby;Invånare 0-64 år, andel (%);2002;79.939852
Vimmerby;Invånare 0-64 år, andel (%);2003;79.937264
Vimmerby;Invånare 0-64 år, andel (%);2004;79.847397
Vimmerby;Invånare 0-64 år, andel (%);2005;79.952604
Vimmerby;Invånare 0-64 år, andel (%);2006;79.766487
Vimmerby;Invånare 0-64 år, andel (%);2007;79.516914
Vimmerby;Invånare 0-64 år, andel (%);2008;79.191049
Vimmerby;Invånare 0-64 år, andel (%);2009;78.736002
Vimmerby;Invånare 0-64 år, andel (%);2010;77.987462
Vimmerby;Invånare 0-64 år, andel (%);2011;77.203351
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2000;842.675583
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2001;541.158591
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2002;522.007231
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2003;592.335126
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2004;616.421903
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2005;727.568693
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2006;793.6233
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2007;733.982573
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2008;749.276574
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2009;829.900888
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2010;923.867382
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv;2011;765.408846
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1054.999603
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;677
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;653
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;741
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;772
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;910
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;994.933248
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;923.052131
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;946.163216
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1054.029753
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1184.635784
Vimmerby;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;991.419197
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2000;8197.320297
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2001;9125
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2002;8137
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2003;8880
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2004;9095.61
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2005;8581.5
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2006;8801.96
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2007;9237.762686
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2008;10480.61218
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2009;10528.57511
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2010;10344.92342
Vimmerby;Nettokostnad äldreomsorg, kr/inv;2011;9749.691498
Vimmerby;U. Invånare 18-64 år med låg inkomst, andel (%);2009;19.57048458
Vimmerby;U. Invånare 18-64 år med låg inkomst, andel (%);2010;19.3
Vimmerby;U. Kostnad försörjningsstöd, kr/utredning;2010;643
Vindeln;Arbetslöshet, (%);2000;5.495818
Vindeln;Arbetslöshet, (%);2001;4.36747
Vindeln;Arbetslöshet, (%);2002;4.6547
Vindeln;Arbetslöshet, (%);2003;4.738462
Vindeln;Arbetslöshet, (%);2004;5.346106
Vindeln;Arbetslöshet, (%);2005;5.590452
Vindeln;Arbetslöshet, (%);2006;6.774899
Vindeln;Arbetslöshet, (%);2007;4.20354
Vindeln;Arbetslöshet, (%);2008;3.912214
Vindeln;Arbetslöshet, (%);2009;7.519747
Vindeln;Arbetslöshet, (%);2010;7.513705
Vindeln;Arbetslöshet, (%);2011;6.632158
Vindeln;Arbetslöshet, (%);2012;6.887417
Vindeln;Invånare 0-64 år, andel (%);2000;76.177149
Vindeln;Invånare 0-64 år, andel (%);2001;76.105315
Vindeln;Invånare 0-64 år, andel (%);2002;76.040268
Vindeln;Invånare 0-64 år, andel (%);2003;75.785896
Vindeln;Invånare 0-64 år, andel (%);2004;75.922397
Vindeln;Invånare 0-64 år, andel (%);2005;75.625869
Vindeln;Invånare 0-64 år, andel (%);2006;75.269197
Vindeln;Invånare 0-64 år, andel (%);2007;75.195035
Vindeln;Invånare 0-64 år, andel (%);2008;75.574559
Vindeln;Invånare 0-64 år, andel (%);2009;74.54249
Vindeln;Invånare 0-64 år, andel (%);2010;74.105684
Vindeln;Invånare 0-64 år, andel (%);2011;73.757821
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2000;384.6946
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2001;277.784401
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2002;335.337584
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2003;478.209006
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2004;458.57128
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2005;358.46662
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2006;359.576346
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2007;285.460993
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2008;342.775699
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2009;458.053995
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2010;600.326857
Vindeln;Kostnad ekonomiskt bistånd, kr/inv;2011;447.920501
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;505
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;365
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;441
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;631
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;604
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;474
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;477.72045
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;379.627446
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;453.559642
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;614.487117
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;810.095565
Vindeln;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;607.285429
Vindeln;Nettokostnad äldreomsorg, kr/inv;2000;13753.40863
Vindeln;Nettokostnad äldreomsorg, kr/inv;2002;14473
Vindeln;Nettokostnad äldreomsorg, kr/inv;2003;14455
Vindeln;Nettokostnad äldreomsorg, kr/inv;2004;14727.36
Vindeln;Nettokostnad äldreomsorg, kr/inv;2005;14702.36
Vindeln;Nettokostnad äldreomsorg, kr/inv;2006;15445.19
Vindeln;Nettokostnad äldreomsorg, kr/inv;2007;16728.90071
Vindeln;Nettokostnad äldreomsorg, kr/inv;2008;17196.50811
Vindeln;Nettokostnad äldreomsorg, kr/inv;2010;16396.40458
Vindeln;Nettokostnad äldreomsorg, kr/inv;2011;16543.0622
Vindeln;U. Invånare 18-64 år med låg inkomst, andel (%);2009;20.18703644
Vindeln;U. Invånare 18-64 år med låg inkomst, andel (%);2010;21.3
Vingåker;Arbetslöshet, (%);2000;7.627278
Vingåker;Arbetslöshet, (%);2001;6.115451
Vingåker;Arbetslöshet, (%);2002;6.852453
Vingåker;Arbetslöshet, (%);2003;6.526276
Vingåker;Arbetslöshet, (%);2004;6.231003
Vingåker;Arbetslöshet, (%);2005;7.329643
Vingåker;Arbetslöshet, (%);2006;6.945229
Vingåker;Arbetslöshet, (%);2007;5.118483
Vingåker;Arbetslöshet, (%);2008;4.321821
Vingåker;Arbetslöshet, (%);2009;6.293571
Vingåker;Arbetslöshet, (%);2010;9.450507
Vingåker;Arbetslöshet, (%);2011;7.981957
Vingåker;Arbetslöshet, (%);2012;8.869843
Vingåker;Invånare 0-64 år, andel (%);2000;80.840409
Vingåker;Invånare 0-64 år, andel (%);2001;80.821319
Vingåker;Invånare 0-64 år, andel (%);2002;80.884435
Vingåker;Invånare 0-64 år, andel (%);2003;80.695065
Vingåker;Invånare 0-64 år, andel (%);2004;80.376988
Vingåker;Invånare 0-64 år, andel (%);2005;80.472543
Vingåker;Invånare 0-64 år, andel (%);2006;80.210595
Vingåker;Invånare 0-64 år, andel (%);2007;79.486897
Vingåker;Invånare 0-64 år, andel (%);2008;79.033333
Vingåker;Invånare 0-64 år, andel (%);2009;78.386264
Vingåker;Invånare 0-64 år, andel (%);2010;77.499157
Vingåker;Invånare 0-64 år, andel (%);2011;76.733908
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2000;683.909863
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2001;598.885976
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2002;578.323712
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2003;680.259396
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2004;647.034757
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2005;703.330025
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2006;731.111594
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2007;899.03105
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2008;771.444444
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2009;973.403658
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2010;836.613066
Vingåker;Kostnad ekonomiskt bistånd, kr/inv;2011;819.80961
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;846
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;741
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;715
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;843
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;805
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;874
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;911.490053
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;1131.043081
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;976.100098
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1241.803865
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1079.512478
Vingåker;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1068.379855
Vingåker;Nettokostnad äldreomsorg, kr/inv;2000;8087.454823
Vingåker;Nettokostnad äldreomsorg, kr/inv;2001;9106
Vingåker;Nettokostnad äldreomsorg, kr/inv;2002;8012
Vingåker;Nettokostnad äldreomsorg, kr/inv;2003;7913
Vingåker;Nettokostnad äldreomsorg, kr/inv;2004;7745.4
Vingåker;Nettokostnad äldreomsorg, kr/inv;2005;7717.77
Vingåker;Nettokostnad äldreomsorg, kr/inv;2006;8066.33
Vingåker;Nettokostnad äldreomsorg, kr/inv;2007;8922.484034
Vingåker;Nettokostnad äldreomsorg, kr/inv;2008;9904.333333
Vingåker;Nettokostnad äldreomsorg, kr/inv;2009;10337.4481
Vingåker;Nettokostnad äldreomsorg, kr/inv;2010;10399.52772
Vingåker;Nettokostnad äldreomsorg, kr/inv;2011;10697.18948
Vingåker;U. Invånare 18-64 år med låg inkomst, andel (%);2009;21.31722525
Vingåker;U. Invånare 18-64 år med låg inkomst, andel (%);2010;22.1
Vårgårda;Arbetslöshet, (%);2000;4.804186
Vårgårda;Arbetslöshet, (%);2001;3.106673
Vårgårda;Arbetslöshet, (%);2002;3.290098
Vårgårda;Arbetslöshet, (%);2003;2.76374
Vårgårda;Arbetslöshet, (%);2004;3.838289
Vårgårda;Arbetslöshet, (%);2005;4.433344
Vårgårda;Arbetslöshet, (%);2006;5.187587
Vårgårda;Arbetslöshet, (%);2007;3.472328
Vårgårda;Arbetslöshet, (%);2008;2.844175
Vårgårda;Arbetslöshet, (%);2009;6.030834
Vårgårda;Arbetslöshet, (%);2010;7.914649
Vårgårda;Arbetslöshet, (%);2011;6.720389
Vårgårda;Arbetslöshet, (%);2012;6.678838
Vårgårda;Invånare 0-64 år, andel (%);2000;84.487586
Vårgårda;Invånare 0-64 år, andel (%);2001;84.443196
Vårgårda;Invånare 0-64 år, andel (%);2002;84.326959
Vårgårda;Invånare 0-64 år, andel (%);2003;84.184437
Vårgårda;Invånare 0-64 år, andel (%);2004;84.09176
Vårgårda;Invånare 0-64 år, andel (%);2005;84.362216
Vårgårda;Invånare 0-64 år, andel (%);2006;84.462188
Vårgårda;Invånare 0-64 år, andel (%);2007;84.01893
Vårgårda;Invånare 0-64 år, andel (%);2008;83.737245
Vårgårda;Invånare 0-64 år, andel (%);2009;83.112975
Vårgårda;Invånare 0-64 år, andel (%);2010;82.427122
Vårgårda;Invånare 0-64 år, andel (%);2011;81.835547
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2000;802.63207
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2001;299.773345
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2002;299.360705
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2003;346.83988
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2004;555.846536
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2005;696.831908
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2006;698.880323
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2007;744.357481
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2008;755.375364
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2009;889.030729
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2010;1039.660057
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv;2011;1007.913407
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;950
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;355
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;355
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;412
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;661
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;826
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;827.447571
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;885.940208
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;902.07812
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1069.665387
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1261.308204
Vårgårda;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1231.632766
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2000;8644.13739
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2001;9548
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2002;9668
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2003;10395
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2004;9653.63
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2005;9311.83
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2006;9741.83
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2007;9797.324354
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2008;9823.524052
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2009;9044.861858
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2010;9501.507813
Vårgårda;Nettokostnad äldreomsorg, kr/inv;2011;9564.853556
Vårgårda;U. Invånare 18-64 år med låg inkomst, andel (%);2009;19.9909201
Vårgårda;U. Invånare 18-64 år med låg inkomst, andel (%);2010;19.7
Vänersborg;Arbetslöshet, (%);2000;6.938139
Vänersborg;Arbetslöshet, (%);2001;5.767639
Vänersborg;Arbetslöshet, (%);2002;5.032713
Vänersborg;Arbetslöshet, (%);2003;5.15835
Vänersborg;Arbetslöshet, (%);2004;5.756182
Vänersborg;Arbetslöshet, (%);2005;5.681766
Vänersborg;Arbetslöshet, (%);2006;5.819619
Vänersborg;Arbetslöshet, (%);2007;4.825884
Vänersborg;Arbetslöshet, (%);2008;3.679435
Vänersborg;Arbetslöshet, (%);2009;6.548193
Vänersborg;Arbetslöshet, (%);2010;9.483638
Vänersborg;Arbetslöshet, (%);2011;7.955075
Vänersborg;Arbetslöshet, (%);2012;10.623395
Vänersborg;Invånare 0-64 år, andel (%);2000;82.117576
Vänersborg;Invånare 0-64 år, andel (%);2001;82.084522
Vänersborg;Invånare 0-64 år, andel (%);2002;81.950034
Vänersborg;Invånare 0-64 år, andel (%);2003;81.795639
Vänersborg;Invånare 0-64 år, andel (%);2004;81.379868
Vänersborg;Invånare 0-64 år, andel (%);2005;80.999161
Vänersborg;Invånare 0-64 år, andel (%);2006;80.838938
Vänersborg;Invånare 0-64 år, andel (%);2007;80.421776
Vänersborg;Invånare 0-64 år, andel (%);2008;79.978914
Vänersborg;Invånare 0-64 år, andel (%);2009;79.374034
Vänersborg;Invånare 0-64 år, andel (%);2010;79.075888
Vänersborg;Invånare 0-64 år, andel (%);2011;78.540122
Vänersborg;Kostnad ekonomiskt bistånd, kr/inv;2000;679.112302
Vänersborg;Kostnad ekonomiskt bistånd, kr/inv;2001;492.507134
Vänersborg;Kostnad ekonomiskt bistånd, kr/inv;2002;520.382714
Vänersborg;Kostnad ekonomiskt bistånd, kr/inv;2003;629.82642
Vänersborg;Kostnad ekonomiskt bistånd, kr/inv;2004;759.274222
Vänersborg;Kostnad ekonomiskt bistånd, kr/inv;2005;818.091527
Vänersborg;Kostnad ekonomiskt bistånd, kr/inv;2006;772.573805
Vänersborg;Kostnad ekonomiskt bistånd, kr/inv;2007;823.222069
